,,,,,,,,
,,,,,,,,
CLICLO,Ponto,BAIRRO,OCORRÊNCIAS,Total,% ,,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,3,"0,07%",,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,1,"0,02%",,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - FIAÇÃO EXPOSTA,2,"0,05%",,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,PIRITUBA,COBERTURA - DANIFICADA,5,"0,12%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,VIDRO - RISCADO,6,"0,15%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,VIDRO - QUEBRADO,2,"0,05%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,VIDRO - PICHAÇÃO,2,"0,05%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,VIDRO - COLAGEM,15,"0,37%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,TOTEM - RISCADO/DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,TOTEM - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,TOTEM - INEXISTENTE/SUPRIMIDO,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,TOTEM - INCLINADO/BASE DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,TOTEM - COM FERRUGEM,6,"0,15%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,PISO - SUJO,3,"0,07%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,PISO - PODOTATIL DANIFICADO,2,"0,05%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,PISO - PODOTATIL AUSENTE,3,"0,07%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ITINERARIO - PICTOGRAMA DANIFICADO,2,"0,05%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ITINERARIO - DANIFICADO PARCIALMENTE,8,"0,20%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ITINERARIO - AUSENTE,4,"0,10%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ESTRUTURA ABRIGO - SUJO,2,"0,05%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ESTRUTURA ABRIGO - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ESTRUTURA ABRIGO - COLAGEM,2,"0,05%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ESTRUTURA ABRIGO - BANCO PICHADO,6,"0,15%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - FIAÇÃO EXPOSTA,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,COBERTURA - SUJA,1,"0,02%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,RAPOSO TAVARES,COBERTURA - DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,RIO PEQUENO,VIDRO - RISCADO,2,"0,05%",,,
2 BI,ABRIGOS,RIO PEQUENO,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,VIDRO - PICHAÇÃO,2,"0,05%",,,
2 BI,ABRIGOS,RIO PEQUENO,VIDRO - COLAGEM,8,"0,20%",,,
2 BI,ABRIGOS,RIO PEQUENO,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,TOTEM - RISCADO/DANIFICADO,1,"0,02%",,,
2 BI,ABRIGOS,RIO PEQUENO,TOTEM - RISCADO,1,"0,02%",,,
2 BI,ABRIGOS,RIO PEQUENO,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ITINERARIO - DANIFICADO PARCIALMENTE,5,"0,12%",,,
2 BI,ABRIGOS,RIO PEQUENO,ITINERARIO - AUSENTE,2,"0,05%",,,
2 BI,ABRIGOS,RIO PEQUENO,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ESTRUTURA ABRIGO - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,RIO PEQUENO,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ESTRUTURA ABRIGO - COLAGEM,2,"0,05%",,,
2 BI,ABRIGOS,RIO PEQUENO,ESTRUTURA ABRIGO - BANCO QUEBRADO,1,"0,02%",,,
2 BI,ABRIGOS,RIO PEQUENO,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - LUMINÁRIA AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - LUMINÁRIA ACESA DE DIA,5,"0,12%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - FIAÇÃO EXPOSTA,2,"0,05%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,RIO PEQUENO,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,VIDRO - RISCADO,3,"0,07%",,,
2 BI,ABRIGOS,SANTA CECILIA,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,VIDRO - QUEBRADO,3,"0,07%",,,
2 BI,ABRIGOS,SANTA CECILIA,VIDRO - PICHAÇÃO,3,"0,07%",,,
2 BI,ABRIGOS,SANTA CECILIA,VIDRO - COLAGEM,9,"0,22%",,,
2 BI,ABRIGOS,SANTA CECILIA,VIDRO - ANTEPARO AUSENTE,11,"0,27%",,,
2 BI,ABRIGOS,SANTA CECILIA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,TOTEM - PICHAÇÃO,2,"0,05%",,,
2 BI,ABRIGOS,SANTA CECILIA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,PAINEL - FERRUGEM,1,"0,02%",,,
2 BI,ABRIGOS,SANTA CECILIA,ITINERARIO - PICTOGRAMA DANIFICADO,3,"0,07%",,,
2 BI,ABRIGOS,SANTA CECILIA,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ITINERARIO - DANIFICADO PARCIALMENTE,3,"0,07%",,,
2 BI,ABRIGOS,SANTA CECILIA,ITINERARIO - AUSENTE,7,"0,17%",,,
2 BI,ABRIGOS,SANTA CECILIA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ESTRUTURA ABRIGO - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - FIAÇÃO EXPOSTA,4,"0,10%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,SANTA CECILIA,COBERTURA - SEM PLACAS,1,"0,02%",,,
2 BI,ABRIGOS,SANTA CECILIA,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,VIDRO - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,VIDRO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,VIDRO - COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,SAO DOMINGOS,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,PISO - PODOTATIL DANIFICADO,2,"0,05%",,,
2 BI,ABRIGOS,SAO DOMINGOS,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,PISO - ENTORNO INADEQUADO,1,"0,02%",,,
2 BI,ABRIGOS,SAO DOMINGOS,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ITINERARIO - DANIFICADO PARCIALMENTE,3,"0,07%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ITINERARIO - AUSENTE,3,"0,07%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ESTRUTURA ABRIGO - FERRUGEM,1,"0,02%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ESTRUTURA ABRIGO - DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ESTRUTURA ABRIGO - COLAGEM,1,"0,02%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - LUMINÁRIA DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,02%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - CAIXA ENERGIA DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,SAO DOMINGOS,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,SAO DOMINGOS,COBERTURA - DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,VIDRO - RISCADO,1,"0,02%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,VIDRO - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,VIDRO - COLAGEM,5,"0,12%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,PISO - SUJO,1,"0,02%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,PISO - PODOTATIL DANIFICADO,2,"0,05%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,PISO - PODOTATIL AUSENTE,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,PISO - ENTORNO INADEQUADO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ITINERARIO - DIVERGENTE,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ITINERARIO - DANIFICADO PARCIALMENTE,10,"0,25%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ITINERARIO - AUSENTE,13,"0,32%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ESTRUTURA ABRIGO - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ESTRUTURA ABRIGO - DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ESTRUTURA ABRIGO - COLAGEM,2,"0,05%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ESTRUTURA ABRIGO - BANCO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - POSTE AUXILIAR SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - LUMINÁRIA DANIFICADA,1,"0,02%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - LUMINÁRIA AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,2,"0,05%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,4,"0,10%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - FIAÇÃO EXPOSTA,7,"0,17%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,ELÉTRICA - CAIXA ATERRAMENTO SEM TAMPA,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,COBERTURA - SUJA,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,COBERTURA - SEM PLACAS,,"0,00%",,,
2 BI,ABRIGOS,VILA LEOPOLDINA,COBERTURA - DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,VIDRO - RISCADO,5,"0,12%",,,
2 BI,ABRIGOS,VILA SONIA,VIDRO - RESINA,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,VIDRO - QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,VIDRO - PICHAÇÃO,1,"0,02%",,,
2 BI,ABRIGOS,VILA SONIA,VIDRO - COLAGEM,8,"0,20%",,,
2 BI,ABRIGOS,VILA SONIA,VIDRO - ANTEPARO AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,VILA SONIA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,TOTEM - RISCADO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,TOTEM - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,TOTEM - INEXISTENTE/SUPRIMIDO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,TOTEM - COM FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,TOTEM - COM COLAGEM,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,TOTEM - ABAIXO DO PERMITIDO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,PISO - SUJO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,PISO - PODOTATIL DANIFICADO,2,"0,05%",,,
2 BI,ABRIGOS,VILA SONIA,PISO - PODOTATIL AUSENTE,1,"0,02%",,,
2 BI,ABRIGOS,VILA SONIA,PISO - ENTORNO INADEQUADO,1,"0,02%",,,
2 BI,ABRIGOS,VILA SONIA,PAINEL - VIDRO QUEBRADO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,PAINEL - PICHAÇÃO,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,PAINEL - FERRUGEM,,"0,00%",,,
2 BI,ABRIGOS,VILA SONIA,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
