,,,,,,,,
,,,,,,,,
CLICLO,Ponto,BAIRRO,OCORRÊNCIAS,Total,% ,,,
1 BI,TOTENS,SAO MIGUEL,PISO - PODOTATIL AUSENTE,1,"0,01%",,,
1 BI,TOTENS,SAO MIGUEL,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ITINERARIO - PICTOGRAMA DANIFICADO,2,"0,02%",,,
1 BI,TOTENS,SAO MIGUEL,ITINERARIO - DANIFICADO PARCIALMENTE,11,"0,10%",,,
1 BI,TOTENS,SAO MIGUEL,ITINERARIO - AUSENTE,9,"0,08%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,PAINEL - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - RISCADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - RESINA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - PICHAÇÃO,2,"0,02%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - COLAGEM,6,"0,05%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,PISO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ITINERARIO - DANIFICADO PARCIALMENTE,1,"0,01%",,,
1 BI,ABRIGOS,SAO MIGUEL,ITINERARIO - AUSENTE,2,"0,02%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - SUJO,1,"0,01%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - COLAGEM,2,"0,02%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,01%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - RISCADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - RESINA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - COLAGEM,2,"0,02%",,,
1 BI,ABRIGOS,SAO MIGUEL,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,PISO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,PISO - PODOTATIL DANIFICADO,1,"0,01%",,,
1 BI,ABRIGOS,SAO MIGUEL,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ITINERARIO - DANIFICADO PARCIALMENTE,1,"0,01%",,,
1 BI,ABRIGOS,SAO MIGUEL,ITINERARIO - AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,01%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO MIGUEL,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,VIDRO - RISCADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,VIDRO - RESINA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,VIDRO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,TOTEM - PICHAÇÃO,1,"0,01%",,,
1 BI,TOTENS,SAO MIGUEL,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,PISO - SUJO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ITINERARIO - AUSENTE,1,"0,01%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO MIGUEL,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PAINEL - SUJO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - RISCADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - RESINA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - PICHAÇÃO,1,"0,01%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PISO - SUJO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PISO - ENTORNO INADEQUADO,1,"0,01%",,,
1 BI,TOTENS,SAO RAFAEL,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ITINERARIO - AUSENTE,2,"0,02%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PAINEL - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - RISCADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - RESINA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PISO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ITINERARIO - DANIFICADO PARCIALMENTE,1,"0,01%",,,
1 BI,ABRIGOS,SAO RAFAEL,ITINERARIO - AUSENTE,1,"0,01%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - FIAÇÃO EXPOSTA,1,"0,01%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - RISCADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - RESINA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PISO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ITINERARIO - AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,ABRIGOS,SAO RAFAEL,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - RISCADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - RESINA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,TOTEM - COM COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PISO - SUJO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PISO - PODOTATIL AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,PISO - ENTORNO INADEQUADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ITINERARIO - AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAO RAFAEL,COBERTURA - DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,PAINEL - SUJO,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,VIDRO - RISCADO,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,VIDRO - RESINA,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,VIDRO - QUEBRADO,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,VIDRO - PICHAÇÃO,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,VIDRO - COLAGEM,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,TOTEM - RISCADO/DANIFICADO,1,"0,01%",,,
1 BI,TOTENS,SAPOPEMBA,TOTEM - PICHAÇÃO,4,"0,04%",,,
1 BI,TOTENS,SAPOPEMBA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,TOTEM - COM FERRUGEM,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,TOTEM - COM COLAGEM,12,"0,11%",,,
1 BI,TOTENS,SAPOPEMBA,PISO - SUJO,1,"0,01%",,,
1 BI,TOTENS,SAPOPEMBA,PISO - PODOTATIL DANIFICADO,6,"0,05%",,,
1 BI,TOTENS,SAPOPEMBA,PISO - PODOTATIL AUSENTE,2,"0,02%",,,
1 BI,TOTENS,SAPOPEMBA,PISO - ENTORNO INADEQUADO,2,"0,02%",,,
1 BI,TOTENS,SAPOPEMBA,ITINERARIO - PICTOGRAMA DANIFICADO,3,"0,03%",,,
1 BI,TOTENS,SAPOPEMBA,ITINERARIO - DANIFICADO PARCIALMENTE,17,"0,15%",,,
1 BI,TOTENS,SAPOPEMBA,ITINERARIO - AUSENTE,23,"0,20%",,,
1 BI,TOTENS,SAPOPEMBA,ESTRUTURA ABRIGO - SUJO,1,"0,01%",,,
1 BI,TOTENS,SAPOPEMBA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,ESTRUTURA ABRIGO - PICHAÇÃO,3,"0,03%",,,
1 BI,TOTENS,SAPOPEMBA,ESTRUTURA ABRIGO - COLAGEM,3,"0,03%",,,
1 BI,TOTENS,SAPOPEMBA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
1 BI,TOTENS,SAPOPEMBA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
