,,,,,,
,,,,,,
,Ponto,FILIAL,BAIRRO,OCORRÊNCIAS,Total,% 
,TOTENS,FILIAL SUL,RIO PEQUENO,PISO  ENTORNO INADEQUADO,1,"0,06%"
,TOTENS,FILIAL SUL,RIO PEQUENO,PISO  PODOTATIL AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,TOTEM  COM COLAGEM,4,"0,24%"
,TOTENS,FILIAL SUL,RIO PEQUENO,PISO  PODOTATIL DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,TOTEM  PICHAÇÃO,2,"0,12%"
,TOTENS,FILIAL SUL,RIO PEQUENO,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,RIO PEQUENO,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,ITINERARIO  AUSENTE,21,"1,27%"
,TOTENS,FILIAL SUL,SACOMA,ITINERARIO  DANIFICADO PARCIALMENTE,21,"1,27%"
,TOTENS,FILIAL SUL,SACOMA,ITINERARIO  PICTOGRAMA DANIFICADO,1,"0,06%"
,TOTENS,FILIAL SUL,SACOMA,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,PISO  ENTORNO INADEQUADO,1,"0,06%"
,TOTENS,FILIAL SUL,SACOMA,PISO  PODOTATIL AUSENTE,3,"0,18%"
,TOTENS,FILIAL SUL,SACOMA,TOTEM  COM COLAGEM,6,"0,36%"
,TOTENS,FILIAL SUL,SACOMA,PISO  PODOTATIL DANIFICADO,2,"0,12%"
,TOTENS,FILIAL SUL,SACOMA,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,TOTEM  PICHAÇÃO,4,"0,24%"
,TOTENS,FILIAL SUL,SACOMA,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,SACOMA,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,ITINERARIO  AUSENTE,17,"1,03%"
,TOTENS,FILIAL SUL,SAUDE,ITINERARIO  DANIFICADO PARCIALMENTE,26,"1,57%"
,TOTENS,FILIAL SUL,SAUDE,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,PISO  PODOTATIL AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,TOTEM  COM COLAGEM,4,"0,24%"
,TOTENS,FILIAL SUL,SAUDE,PISO  PODOTATIL DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,TOTEM  PICHAÇÃO,3,"0,18%"
,TOTENS,FILIAL SUL,SAUDE,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,SAUDE,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,ITINERARIO  AUSENTE,18,"1,09%"
,TOTENS,FILIAL SUL,VILA MARIANA,ITINERARIO  DANIFICADO PARCIALMENTE,38,"2,30%"
,TOTENS,FILIAL SUL,VILA MARIANA,ITINERARIO  PICTOGRAMA DANIFICADO,1,"0,06%"
,TOTENS,FILIAL SUL,VILA MARIANA,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,PISO  PODOTATIL AUSENTE,3,"0,18%"
,TOTENS,FILIAL SUL,VILA MARIANA,TOTEM  COM COLAGEM,3,"0,18%"
,TOTENS,FILIAL SUL,VILA MARIANA,PISO  PODOTATIL DANIFICADO,3,"0,18%"
,TOTENS,FILIAL SUL,VILA MARIANA,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,TOTEM  PICHAÇÃO,7,"0,42%"
,TOTENS,FILIAL SUL,VILA MARIANA,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA MARIANA,VIDROS  COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,COBERTURA  SUJA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ITINERARIO  AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PAINEL  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PISO  ENTORNO INADEQUADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PISO  PODOTATIL AUSENTE,1,"0,06%"
,TOTENS,FILIAL SUL,VILA SONIA,TOTEM  COM COLAGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PISO  PODOTATIL DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,PISO  SUJO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,TOTEM  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,TOTEM  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,VIDRO  RESINA,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,VIDRO  RISCADO,,"0,00%"
,TOTENS,FILIAL SUL,VILA SONIA,VIDROS  COLAGEM,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,COBERTURA  SUJA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ITINERARIO  AUSENTE,7,"0,42%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ITINERARIO  DANIFICADO PARCIALMENTE,19,"1,15%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,ITINERARIO  PICTOGRAMA DANIFICADO,1,"0,06%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PAINEL  FERRUGEM,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PAINEL  SUJO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PAINEL  ILUMINADO DE DIA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PAINEL  INEXISTENTE,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PAINEL  VIDRO QUEBRADO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PISO  ENTORNO INADEQUADO,2,"0,12%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PISO  PODOTATIL AUSENTE,1,"0,06%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,TOTEM  COM COLAGEM,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PISO  PODOTATIL DANIFICADO,2,"0,12%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,PISO  SUJO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,TOTEM  COM FERRUGEM,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,TOTEM  PICHAÇÃO,1,"0,06%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,TOTEM  RISCADO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,VIDRO  QUEBRADO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,VIDRO  PICHAÇÃO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,VIDRO  RESINA,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,VIDRO  RISCADO,,"0,00%"
,TOTENS,MATRIZ,ALTO DE PINHEIROS,VIDROS  COLAGEM,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,COBERTURA  DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,COBERTURA  SEM PLACAS,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,COBERTURA  SUJA,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,TOTENS,MATRIZ,BARRA FUNDA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
