FILIAL,DATA,SEMANA,ORIGEM,COD. ELERO,PRIMARY KEY,CODIGO SPTRANS,EQUIPAMENTO,OCORRÊNCIA,STATUS,CONCLUIDO,PENDENTE,PORCENTAGEM ATENDIMENTO,DATA DE RESPOSTA,SLA,EQUIP - RESUMO,INDICE,DIAS EM ABERTO
0,21/07/2025,30,SAC,A03817,VERIFICAR,300009899,BRUTALISTA LEVE,ABRIGO DANIFICADO,CONCLUIDO,1,0,100%,25/08/2025,,ABRIGO,1802,
SUL,21/07/2025,30,COP,A03701,220010094,220010094,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1803,
SUL,21/07/2025,30,COP,T16296,VERIFICAR,370007891,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1804,
LESTE,21/07/2025,30,COP,A05941,3608992,3608992,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,31/07/2025,,ABRIGO,1805,
LESTE,21/07/2025,30,COP,A01787,100014412,100014412,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,23/07/2025,,ABRIGO,1806,
LESTE,21/07/2025,30,COP,T16055,360004557,360004557,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,23/07/2025,,TOTEM,1807,
SUL,21/07/2025,30,COP,T16782,1903951,1903951,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,25/07/2025,,TOTEM,1808,
LESTE,21/07/2025,30,COP,A06462,860002678,860002678,MINIMALISTA LEVE,BANCO DANIFICADO,CONCLUIDO,1,0,100%,28/07/2025,,ABRIGO,1809,
SUL,21/07/2025,30,COP,A03705,220010060,220010060,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,23/07/2025,,ABRIGO,1810,
LESTE,21/07/2025,30,COP,A01787,100014412,100014412,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,23/07/2025,,ABRIGO,1811,
MATRIZ,21/07/2025,30,COP,A00586,630015020-1,630015020,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1812,
MATRIZ,21/07/2025,30,COP,A00583,630015022-1,630015022,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1813,
SUL,21/07/2025,30,SAC,T05800,160010056,160010056,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1814,
MATRIZ,21/07/2025,30,SAC,A00142,60016884-1,60016884,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,04/08/2025,,ABRIGO,1815,
MATRIZ,21/07/2025,30,SAC,A00154,60016887-1,60016887,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,04/08/2025,,ABRIGO,1816,
SUL,21/07/2025,30,SAC,A01501,720010444-1,720010444,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,01/08/2025,,ABRIGO,1817,
SUL,21/07/2025,30,SAC,A01503,720011726,720011726,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,01/08/2025,,ABRIGO,1818,
LESTE,21/07/2025,30,SAC,T16225,890004551,890004551,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,TOTEM,1819,
0,21/07/2025,30,COP,A00541,614535,614535,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,08/09/2025,,ABRIGO,1820,
SUL,21/07/2025,30,COP,A07895,720011693-1,720011693,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,25/09/2025,,ABRIGO,1821,
MATRIZ,22/07/2025,30,SAC,A05062,940004144,940004144,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1822,
MATRIZ,22/07/2025,30,SAC,A05061,840004159,840004159,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/08/2025,,ABRIGO,1823,
MATRIZ,22/07/2025,30,COP,A03297,660010659,660010659,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1824,
MATRIZ,22/07/2025,30,COP,T09645,710000634,710000634,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,04/08/2025,,TOTEM,1825,
LESTE,22/07/2025,30,SAC,A03025,700013960,700013960,MINIMALISTA LEVE,PISO PODOTÁTIL AUSENTE OU DANIFICADO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1826,
LESTE,22/07/2025,30,SAC,A08110,460008035-1,460008035,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1827,
MATRIZ,22/07/2025,30,SAC,A05112,910000815,910000815,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,01/08/2025,,ABRIGO,1828,
MATRIZ,23/07/2025,30,SAC,A08874,1206959,1206959,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1829,
MATRIZ,23/07/2025,30,COP,T15089,8313634,8313634,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1830,
MATRIZ,23/07/2025,30,SAC,A03037,680017166,680017166,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1831,
LESTE,23/07/2025,30,SAC,A02734,820008853,820008853,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1832,
MATRIZ,23/07/2025,30,SAC,T07491,340015464,340015464,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,TOTEM,1833,
LESTE,23/07/2025,30,SAC,A02569,8210237,8210237,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1834,
MATRIZ,23/07/2025,30,COP,T00159,630014805,630014805,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,TOTEM,1835,
MATRIZ,23/07/2025,30,COP,T00143,630015018,630015018,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,TOTEM,1836,
MATRIZ,23/07/2025,30,COP,A00586,630015020-1,630015020,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1837,
MATRIZ,23/07/2025,30,COP,A00583,630015022-1,630015022,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1838,
MATRIZ,23/07/2025,30,COP,T00144,630015033,630015033,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,TOTEM,1839,
MATRIZ,23/07/2025,30,COP,A00577,6311347,6311347,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1840,
MATRIZ,23/07/2025,30,SAC,A05142,940004427-1,940004427,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,01/08/2025,,ABRIGO,1841,
MATRIZ,23/07/2025,30,SAC,A00419,480014800,480014800,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,15/08/2025,,ABRIGO,1842,
LESTE,23/07/2025,30,COP,A04683,8010156,8010156,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1843,
LESTE,23/07/2025,30,SAC,A05799,860012124,860012124,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1844,
LESTE,23/07/2025,30,SAC,T19396,860002762,860002762,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,31/07/2025,,TOTEM,1845,
SUL,23/07/2025,30,SAC,A00876,270006920,270006920,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,01/08/2025,,ABRIGO,1846,
0,24/07/2025,30,SAC,A05800,860012092,860012092,BRUTALISTA LEVE,OUTRO,CONCLUIDO,1,0,100%,24/07/2025,,ABRIGO,1847,
LESTE,24/07/2025,30,SAC,T03339,VERIFICAR,820012545,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,01/08/2025,,ABRIGO,1848,
LESTE,24/07/2025,30,SAC,T12985,3515067,3515067,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,19/08/2025,,TOTEM,1849,
0,24/07/2025,30,SAC,T07898,370010182,370010182,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1850,
0,24/07/2025,30,SAC,T07945,3703128,3703128,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1851,
SUL,24/07/2025,30,COP,A08541,720011698-1,720011698,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,25/07/2025,,ABRIGO,1852,
SUL,24/07/2025,30,SAC,A03559,190011833,190011833,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,01/08/2025,,ABRIGO,1853,
SUL,24/07/2025,30,COP,T04801,1703607,1703607,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,01/07/2025,,TOTEM,1854,
SUL,24/07/2025,30,COP,T06106,190013481,190013481,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1855,
MATRIZ,24/07/2025,30,COP,T07490,340015463,340015463,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,26/08/2025,,TOTEM,1856,
LESTE,24/07/2025,30,COP,CRIAR CODIGO,VERIFICAR,9505653,MINIMALISTA LEVE,COBERTURA ABALROADA,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1857,
LESTE,24/07/2025,30,COP,T14556,6508824,6508824,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,04/09/2025,,TOTEM,1858,
LESTE,24/07/2025,30,COP,A01886,490017017,490017017,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,28/07/2025,,ABRIGO,1859,
MATRIZ,24/07/2025,30,COP,A00211,680015907,680015907,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,26/08/2025,,ABRIGO,1860,
LESTE,24/07/2025,30,COP,CRIAR CODIGO,VERIFICAR,3214730,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,30/07/2025,,TOTEM,1861,
LESTE,24/07/2025,30,COP,A04670,670016423-1,670016423,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1862,
SUL,24/07/2025,30,SAC,A01144,370010211,370010211,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,01/08/2025,,ABRIGO,1863,
SUL,24/07/2025,30,SAC,T19506,2705930,2705930,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1864,
SUL,24/07/2025,30,COP,T00867,4203625,4203625,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1865,
LESTE,24/07/2025,30,SAC,A02575,820012552,820012552,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1866,
LESTE,24/07/2025,30,SAC,T03563,280004745,280004745,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,04/08/2025,,TOTEM,1867,
SUL,24/07/2025,30,SAC,T18097,6902178,6902178,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1868,
LESTE,24/07/2025,30,SAC,T11273,820008846,820008846,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,TOTEM,1869,
SUL,24/07/2025,30,SAC,T01240,2314599,2314599,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1870,
SUL,24/07/2025,30,SAC,T01789,920015048,920015048,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,01/08/2025,,TOTEM,1871,
SUL,24/07/2025,30,SAC,A02873,4503959-1,4503959,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1872,
MATRIZ,24/07/2025,30,SAC,A00289,1211372,1211372,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,25/07/2025,,ABRIGO,1873,
MATRIZ,24/07/2025,30,COP,T10223,6807229,6807229,TOTEM,PISO PODOTÁTIL AUSENTE OU DANIFICADO,CONCLUIDO,1,0,100%,04/08/2025,,TOTEM,1874,
LESTE,24/07/2025,30,LIDIA,A05215,750007514,750007514,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1875,
SUL,24/07/2025,30,LIDIA,T01026,7206871,7206871,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,31/07/2025,,TOTEM,1876,
LESTE,24/07/2025,30,SAC,T07586,350002419,350002419,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,19/08/2025,,TOTEM,1877,
SUL,25/07/2025,30,SAC,T16629,3703127,3703127,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,12/08/2025,,TOTEM,1878,
0,25/07/2025,30,SAC,T14414,3214658,3214658,TOTEM,TOTEM DANIFICADO,CONCLUIDO,1,0,100%,09/09/2025,,TOTEM,1879,
MATRIZ,25/07/2025,30,SAC,A02103,614560-1,614560,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,18/08/2025,,ABRIGO,1880,
LESTE,25/07/2025,30,SAC,A05699,310008362,310008362,BRUTALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,18/08/2025,,ABRIGO,1881,
LESTE,25/07/2025,30,SAC,A01873,800016417,800016417,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,07/08/2025,,ABRIGO,1882,
LESTE,25/07/2025,30,SAC,T00439,490016416,490016416,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,06/08/2025,,TOTEM,1883,
LESTE,25/07/2025,30,SAC,T00450,5306697,5306697,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,06/08/2025,,TOTEM,1884,
SUL,25/07/2025,30,SAC,A03714,230009480,230009480,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1885,
MATRIZ,25/07/2025,30,SAC,A00142,60016884-1,60016884,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,04/08/2025,,ABRIGO,1886,
SUL,25/07/2025,30,SAC,T07895,370010232,370010232,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1887,
MATRIZ,26/07/2025,30,COP,T05334,610016836,610016836,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,18/08/2025,,TOTEM,1888,
LESTE,26/07/2025,30,COP,A05255,40012294,40012294,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,04/08/2025,,ABRIGO,1889,
LESTE,28/07/2025,31,SAC,A01956,700016621-1,700016621,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1890,
SUL,28/07/2025,31,SAC,A08112,690017092,690017092,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,13/08/2025,,ABRIGO,1891,
0,28/07/2025,31,SAC,A02308,710017212,710017212,BRUTALISTA,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,18/09/2025,,ABRIGO,1892,
MATRIZ,28/07/2025,31,SAC,A00498,480012933-1,480012933,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,18/08/2025,,ABRIGO,1893,
SUL,28/07/2025,31,SAC,A01339,850011257,850011257,CAOS ESTRUTURADO,TOTEM INEXISTENTE,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1894,
MATRIZ,28/07/2025,31,COP,T09886,630012860,630012860,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1895,
LESTE,28/07/2025,31,COP,T05999,VERIFICAR,1812093,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,06/08/2025,,TOTEM,1896,
LESTE,28/07/2025,31,SAC,A01054,670016555,670016555,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,06/09/2025,,ABRIGO,1897,
SUL,28/07/2025,31,SAC,T10524,720011919,720011919,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1898,
SUL,28/07/2025,31,SAC,A06295,230009870-1,230009870,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1899,
MATRIZ,28/07/2025,31,SAC,T12270,9412710,9412710,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,06/08/2025,,TOTEM,1900,
MATRIZ,28/07/2025,31,SAC,A05128,910000807,910000807,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,06/08/2025,,ABRIGO,1901,
SUL,28/07/2025,31,SAC,A03562,190011835-1,190011835,MINIMALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1902,
LESTE,28/07/2025,31,SAC,A01744,700016454,700016454,CAOS ESTRUTURADO,ILUMINAÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1903,
SUL,28/07/2025,31,SAC,T12130,920010965,920010965,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1904,
SUL,28/07/2025,31,SAC,A00879,270016164,270016164,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1905,
SUL,28/07/2025,31,CARLOS,A01501,720010444-1,720010444,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,12/08/2025,,ABRIGO,1906,
LESTE,28/07/2025,31,LIDIA,A05477,240007011,240007011,BRUTALISTA LEVE,ADESIVO,CONCLUIDO,1,0,100%,04/03/2025,,ABRIGO,1907,
LESTE,28/07/2025,31,LIDIA,T06511,240007022,240007022,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,04/08/2025,,TOTEM,1908,
LESTE,28/07/2025,31,LIDIA,CRIAR CODIGO,VERIFICAR,2409242,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,04/08/2025,,TOTEM,1909,
LESTE,28/07/2025,31,CARLOS,T16816,670012986,670012986,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,06/08/2025,,TOTEM,1910,
LESTE,28/07/2025,31,COP,A06417,770012136-1,770012136,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1911,
LESTE,28/07/2025,31,COP,A05219,VERIFICAR,2009230,BRUTALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1912,
LESTE,28/07/2025,31,LIDIA,T15834,2409228,2409228,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,04/08/2025,,TOTEM,1913,
SUL,29/07/2025,31,SAC,T10577,720015649,720015649,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1914,
MATRIZ,29/07/2025,31,SAC,A03124,410003527,410003527,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,06/08/2025,,ABRIGO,1915,
0,29/07/2025,31,SAC,T02976,1814577,1814577,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,13/08/2025,,TOTEM,1916,
MATRIZ,29/07/2025,31,SAC,A00406,480012880,480012880,CAOS ESTRUTURADO,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,18/08/2025,,ABRIGO,1917,
MATRIZ,29/07/2025,31,SAC,A02405,880001886,880001886,BRUTALISTA,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1918,
LESTE,29/07/2025,31,SAC,T14729,4614894,4614894,TOTEM,SUPRIMIDO,CONCLUIDO,1,0,100%,06/08/2025,,TOTEM,1919,
MATRIZ,29/07/2025,31,SAC,A01672,920016404,920016404,CAOS LEVE,OUTRO,CONCLUIDO,1,0,100%,18/08/2025,,ABRIGO,1920,
LESTE,29/07/2025,31,SAC,A04614,1410091,1410091,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,06/08/2025,,ABRIGO,1921,
MATRIZ,29/07/2025,31,SAC,A00078,610820,610820,CAOS ESTRUTURADO,VIDRO EM GERAL,CONCLUIDO,1,0,100%,19/08/2025,,ABRIGO,1922,
MATRIZ,29/07/2025,31,COP,T00353,1207019,1207019,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1923,
LESTE,29/07/2025,31,SAC,A02578,820012539,820012539,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,04/08/2025,,ABRIGO,1924,
MATRIZ,29/07/2025,31,SAC,T02108,7112459,7112459,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1925,
LESTE,29/07/2025,31,SAC,A01873,800016417,800016417,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,07/08/2025,,ABRIGO,1926,
SUL,29/07/2025,31,SAC,T13905,6902168,6902168,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1927,
LESTE,29/07/2025,31,SAC,A05355,180005268,180005268,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,04/08/2025,,ABRIGO,1928,
MATRIZ,29/07/2025,31,SAC,A00524,610016842,610016842,CAOS ESTRUTURADO,ILUMINAÇÃO,CONCLUIDO,1,0,100%,12/08/2025,,ABRIGO,1929,
LESTE,29/07/2025,31,SAC,A02581,80014081,80014081,CAOS ESTRUTURADO,BOTTONS SUPRIMIDOS,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1930,
LESTE,29/07/2025,31,SAC,A02029,800016587,800016587,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,06/08/2025,,ABRIGO,1931,
LESTE,29/07/2025,31,SAC,A02576,820012549,820012549,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,04/08/2025,,ABRIGO,1932,
SUL,29/07/2025,31,SAC,A03733,230009822-1,230009822,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,13/08/2025,,ABRIGO,1933,
SUL,29/07/2025,31,SAC,T10525,720015645,720015645,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1934,
MATRIZ,29/07/2025,31,SAC,A02461,910000820,910000820,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,06/08/2025,,ABRIGO,1935,
MATRIZ,29/07/2025,31,LIDIA,T05251,60016795,60016795,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,25/08/2025,,TOTEM,1936,
SUL,29/07/2025,31,SAC,A08538,720011697-1,720011697,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1937,
LESTE,29/07/2025,31,SAC,T19396,860002762,860002762,TOTEM,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,31/07/2025,,TOTEM,1938,
LESTE,29/07/2025,31,SAC,A05799,860012124,860012124,BRUTALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,30/07/2025,,ABRIGO,1939,
MATRIZ,29/07/2025,31,SAC,CRIAR CODIGO,VERIFICAR,1206957,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,12/08/2025,,ABRIGO,1940,
LESTE,29/07/2025,31,SAC,A02582,80014525,80014525,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,06/08/2025,,ABRIGO,1941,
SUL,29/07/2025,31,SAC,A08600,6905505,6905505,MINIMALISTA LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1942,
MATRIZ,29/07/2025,31,SAC,A00296,120011451-1,120011451,CAOS LEVE,LIMPEZA/MANUTENÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1943,
SUL,29/07/2025,31,SAC,T01781,720015650,720015650,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1944,
LESTE,30/07/2025,31,COP,A06069,580007369,580007369,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,07/08/2025,,ABRIGO,1945,
LESTE,30/07/2025,31,COP,A06065,580007371,580007371,MINIMALISTA LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,07/08/2025,,ABRIGO,1946,
SUL,30/07/2025,31,SAC,A01643,920015220,920015220,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1947,
SUL,30/07/2025,31,SAC,A01608,920015203,920015203,CAOS ESTRUTURADO,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1948,
SUL,30/07/2025,31,SAC,A04493,720010438-1,720010438,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,13/08/2025,,ABRIGO,1949,
SUL,30/07/2025,31,SAC,A01488,720010437-1,720010437,CAOS LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1950,
MATRIZ,30/07/2025,31,COP,T00117,630012925,630012925,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1951,
SUL,30/07/2025,31,SAC,A01185,530015319-1,530015319,CAOS LEVE,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1952,
SUL,30/07/2025,31,SAC,T01088,9206534,9206534,TOTEM,ADESIVO,CONCLUIDO,1,0,100%,08/08/2025,,TOTEM,1953,
LESTE,30/07/2025,31,COP,A08183,7504869-1,7504869,MINIMALISTA LEVE,COBERTURA DANIFICADA,CONCLUIDO,1,0,100%,20/08/2025,,ABRIGO,1954,
0,31/07/2025,31,SAC,A00023,20014710,20014710,CAOS ESTRUTURADO,PISO PODOTÁTIL AUSENTE OU DANIFICADO,CONCLUIDO,1,0,100%,08/08/2025,,ABRIGO,1955,
LESTE,31/07/2025,31,COP,A05636,280004689,280004689,MINIMALISTA LEVE,ILUMINAÇÃO,CONCLUIDO,1,0,100%,13/08/2025,,ABRIGO,1956,
LESTE,31/07/2025,31,COP,A05700,VERIFICAR,310008364,BRUTALISTA LEVE,ABALROADO,CONCLUIDO,1,0,100%,13/08/2025,,ABRIGO,1957,
SUL,31/07/2025,31,COP,A04045,420013359-2,420013359,CAOS LEVE,VIDRO EM GERAL,CONCLUIDO,1,0,100%,27/08/2025,,ABRIGO,1958,
LESTE,31/07/2025,31,COP,T03914,7805135,7805135,TOTEM,ABALROADO,CONCLUIDO,1,0,100%,04/08/2025,,TOTEM,1959,
0,31/07/2025,31,COP,CRIAR CODIGO,VERIFICAR,450011576,ABRIGO ANTIGO,COBERTURA DANIFICADA,CONCLUIDO,1,0,100%,21/08/2025,,ABRIGO,1960,
